episode no.,Episode_title,description,Episode_runtime,Released_on,Lead Cast Matches,Supporting Cast Matches,place_matches_cleaned,channel_title,publish_date,view_count,like_count,comment_count,released_datetime,release_year,release_month,release_day_of_week,release_quarter,publish_year,publish_month,publish_hour,publish_day_of_week,publish_time_category,runtime_minutes,runtime_category,description_length,description_word_count,title_length,title_word_count,lead_cast_count,supporting_cast_count,total_cast_count,has_jethalal,has_tapu,has_daya,has_taarak,has_bhide,has_champaklal,like_to_view_ratio,comment_to_view_ratio,comment_to_like_ratio,engagement_score,view_category
3798,Yellow Shagun Ceremony,"Pyaarelal calls and invites Bagha, Nattu kaka and Bawri for his Shagun ceremony with Sapna. Later, everyone welcomes Sapna and her family to Gokuldham society.",21 mins,15-Jun-23,"Bagha, Nattu","Anjali, Bagha, Komal, Madhavi, Nattu, Roshan",Gokuldham Society,Sony SAB,2023-07-07 12:30:36+00:00,2220798,25852,2116,2023-06-15,2023,6,Thursday,2,2023.0,7.0,12.0,Friday,Afternoon,21,Standard,159,25,22,3,2,6,8,False,False,False,False,False,False,0.011640855385831856,0.0009528102273100807,0.08184736781031215,7.3656373224231455,Low
3799,Sapna Ki Love Story,"A man named Swapnil loves Sapna, and Pyaarelal brings him to his Shagun ceremony and helps them get together with each other. Later, Pyaarelal decides to change his name back to Popatlal.",22 mins,16-Jun-23,Popatlal,,Gokuldham Society,Sony SAB,2023-07-08 12:30:34+00:00,1605373,20544,578,2023-06-16,2023,6,Friday,2,2023.0,7.0,12.0,Saturday,Afternoon,22,Standard,187,32,19,4,1,0,1,False,False,False,False,False,False,0.012797018015739634,0.00036004071325435695,0.028133365782428813,7.822227094745523,Low
3800,Tapu Sena Ki Outstation Trip,"Tapu Sena visit Popatlal and helps cheer up his mood. Later, Tapu informs Jethalal that he is going outstation on a trip with all of his friends.",22 mins,17-Jun-23,"Tapu, Tapu Sena","Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2023-07-10 12:30:06+00:00,1997559,21394,401,2023-06-17,2023,6,Saturday,2,2023.0,7.0,12.0,Monday,Afternoon,22,Standard,145,27,28,5,2,4,6,False,True,False,False,False,False,0.010710066280862652,0.00020074490878872224,0.01874269689179715,6.506337732033079,Low
3801,Leave Ki Permission,Jethalal runs away to save himself from Anjali’s diet breakfast. Anjali reminds Taarak of their anniversary when they first met and asks him to take an off from the office. Will Taarak be able to convince his boss to take a leave for a day?,21 mins,19-Jun-23,"Jethalal, Taarak, Anjali",Anjali,Gokuldham Society,Sony SAB,2023-07-11 12:30:20+00:00,1086525,14277,270,2023-06-19,2023,6,Monday,2,2023.0,7.0,12.0,Tuesday,Afternoon,21,Standard,240,45,19,3,3,1,4,True,False,False,True,False,False,0.013140044508829057,0.0002484984252562755,0.01891021151421768,7.983426075399943,Low
3802,Bagha Ka Idea,Taarak is worried because he doesn’t know how to take leave from his office and decides to ask Jethalal for advice. Taarak shares his problem with Bagha. Will Bagha be able to help Taarak with his problem?,22 mins,20-Jun-23,Bagha,Bagha,Gokuldham Society,Sony SAB,2023-07-12 12:30:16+00:00,1092913,14743,501,2023-06-20,2023,6,Tuesday,2,2023.0,7.0,12.0,Wednesday,Afternoon,22,Standard,205,37,13,3,1,1,2,False,False,False,False,False,False,0.013489624984216507,0.0004584075233732938,0.03397992403689636,8.277137999879221,Low
3803,Boss Ki Permission,"Taarak tries to find out his boss’s mood and asks Bagha to call him. Later, Bagha reminds Taarak of the promise he made.",22 mins,21-Jun-23,"Taarak, Bagha",Bagha,Gokuldham Society,Sony SAB,2023-07-13 12:30:06+00:00,1101603,14435,233,2023-06-21,2023,6,Wednesday,2,2023.0,7.0,12.0,Thursday,Afternoon,22,Standard,120,23,18,3,2,1,3,False,False,False,True,False,False,0.013103619812564225,0.00021150976212867782,0.016140205042948184,7.946775792390006,Low
3804,Taarak Ka Special Day,Jethalal finds out that his dream company wants to meet him tomorrow for a meeting. Jethalal asks Taarak to take a leave from his office and attend the meeting with him. How will Taarak manage to help Jethalal and also spend time with Anjali on their anniversary?,22 mins,22-Jun-23,Taarak,Anjali,Gokuldham Society,Sony SAB,2023-07-14 12:30:16+00:00,1441178,16838,249,2023-06-22,2023,6,Thursday,2,2023.0,7.0,12.0,Friday,Afternoon,22,Standard,263,47,21,4,1,1,2,False,False,False,True,False,False,0.011683489698365019,0.0001727752069659633,0.014787101371815428,7.079203901805396,Low
3805,Important Meeting Ki Tyaari,"Taarak suggests Jethalal to take Bagha and Nattu Kaka for his dealership meeting. Later, Taarak asks Jethalal to stay quiet during the whole meeting and let Bagha and Nattu Kaka speak. Will Jethalal get this dealership?",22 mins,23-Jun-23,"Jethalal, Taarak, Bagha, Nattu","Bagha, Nattu",Gokuldham Society,Sony SAB,2023-07-15 12:30:07+00:00,1669066,18299,280,2023-06-23,2023,6,Friday,2,2023.0,7.0,12.0,Saturday,Afternoon,22,Standard,219,36,27,4,4,2,6,True,False,False,True,False,False,0.010963610208577607,0.0001677583943604421,0.015300546448087432,6.645269482890741,Low
3806,Bagha Is Well Prepared,Jethalal tells Taarak that Mike Gatting has become his company’s manager. Bagha impresses Jethalal with his presentation and English. Will he be able to get the dealership for Gada Electronics?,19 mins,24-Jun-23,Bagha,Bagha,Gokuldham Society,Sony SAB,2023-07-17 12:30:06+00:00,2581699,28033,401,2023-06-24,2023,6,Saturday,2,2023.0,7.0,12.0,Monday,Afternoon,19,Standard,193,30,22,4,1,1,2,False,False,False,False,False,False,0.010858349149785026,0.00015532401131037688,0.014304059356495685,6.577139094395166,Below_Avg
3807,Hum Meeting Ke Liye Taiyyar Hain,"When the guests from the company arrive, they get a little confused seeing Jethalal with a 'Mon Vrat'. The dealership employees walk out as they only want to speak to Jethalal. Will Jethalal get the dealership?",21 mins,26-Jun-23,Jethalal,,Gokuldham Society,Sony SAB,2023-07-18 12:30:32+00:00,1236923,18744,275,2023-06-26,2023,6,Monday,2,2023.0,7.0,12.0,Tuesday,Afternoon,21,Standard,210,36,32,6,1,0,1,True,False,False,False,False,False,0.015153720034537287,0.00022232570473206114,0.014670578821018939,9.181162302615196,Low
3808,Jethalal Ke Priya Mitra,"Champaklal unknowingly exposes Jethalal and Taarak lying in front of the dealership employees. Later, Jethalal books a table for Anjali and Taarak at his friend’s restaurant.",21 mins,27-Jun-23,"Jethalal, Jetha",Anjali,Gokuldham Society,Sony SAB,2023-07-19 12:30:08+00:00,1685350,19813,372,2023-06-27,2023,6,Tuesday,2,2023.0,7.0,12.0,Wednesday,Afternoon,21,Standard,174,26,23,4,2,1,3,True,False,False,False,False,False,0.011756008095642985,0.0002207255343248973,0.018774603815484,7.14189507111575,Low
3809,Jethalal Ne Baati Mithaiyaan,Jethalal joyfully distributes sweets to all the members of society to commemorate the successful acquisition of a new dealership.,16 mins,28-Jun-23,"Jethalal, Jetha","Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2023-07-20 12:30:19+00:00,3170194,32864,327,2023-06-28,2023,6,Wednesday,2,2023.0,7.0,12.0,Thursday,Afternoon,16,Standard,129,19,28,4,2,4,6,True,False,False,False,False,False,0.010366554738746354,0.0001031482290521561,0.009949794614331356,6.261192134868674,Below_Avg
3810,Wakeel Ka Number,"All the society members get ready for the monsoons as they run their chores. Meanwhile, Taarak gets called into his boss' cabin. Will he be in trouble?",20 mins,29-Jun-23,Taarak,"Anjali, Inspector, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2023-07-21 12:30:33+00:00,1500094,18996,433,2023-06-29,2023,6,Thursday,2,2023.0,7.0,12.0,Friday,Afternoon,20,Standard,151,27,16,3,1,5,6,False,False,False,True,False,False,0.01266319799746016,0.0002886483856022452,0.02279307259040901,7.713378152716994,Low
3811,Bagha Bana Vakeel,Tarak's boss asks him to share his lawyer's number which makes him nervous. He confirms with Bagha and asks him to pretend to be a lawyer. Will he get caught?,20 mins,30-Jun-23,Bagha,Bagha,Gokuldham Society,Sony SAB,2023-07-22 12:30:14+00:00,2400524,23870,356,2023-06-30,2023,6,Friday,2,2023.0,7.0,12.0,Saturday,Afternoon,20,Standard,158,30,17,3,1,1,2,False,False,False,False,False,False,0.009943658158111246,0.0001483008925130961,0.014913493360144107,6.025515251871986,Low
3812,Mall Ke Daam,"Tapu Sena accidentally hurts Bhide. Later, Sunita sells vegetables to Mahila Mandal at a higher rate. What will Mahila Mandal do now?",21 mins,01-Jul-23,"Tapu, Bhide","Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2023-07-24 12:30:13+00:00,2192632,25210,497,2023-07-01,2023,7,Saturday,3,2023.0,7.0,12.0,Monday,Afternoon,21,Standard,133,22,12,3,2,4,6,False,True,False,False,True,False,0.011497592164306566,0.00022666812001826116,0.019713617071913055,6.989222546591244,Low
3813,Daya Ki Yaad,"Bhide asks Tapu Sena to stop playing video games. Later, everyone asks Jethalal when is Daya coming back and he starts missing her.",22 mins,03-Jul-23,Daya,"Gogi, Goli, Pinku, Sonu",Gokuldham Society,Sony SAB,2023-07-25 12:30:07+00:00,1912750,23107,318,2023-07-03,2023,7,Monday,3,2023.0,7.0,12.0,Tuesday,Afternoon,22,Standard,131,23,12,3,1,4,5,False,False,True,False,False,False,0.012080506035547754,0.0001662526904965675,0.013761467889908258,7.314804697527279,Low
3814,Sundar In Trouble,Jethalal gets a call from the police station to inform him that they have arrested Sundar. How will Jethalal help him now?,21 mins,04-Jul-23,Sundar,"Inspector, Sundar",Gokuldham Society,Sony SAB,2023-07-26 12:30:26+00:00,1984731,23826,417,2023-07-04,2023,7,Tuesday,3,2023.0,7.0,12.0,Wednesday,Afternoon,21,Standard,122,22,17,3,1,2,3,False,False,False,False,False,False,0.012004643448082664,0.00021010393342778773,0.017501154152851806,7.286827642220714,Low
3815,Jethalal Ko Mila Bhoot,"Jethalal gets a call from the police station. Sodhi gives a lawyer’s number to Jethalal. Later, Jethalal and his friends have an encounter with a ghost on their way to the police station.",21 mins,05-Jul-23,"Jethalal, Jetha",Inspector,Gokuldham Society,Sony SAB,2023-07-27 12:30:29+00:00,1455314,18246,732,2023-07-05,2023,7,Wednesday,3,2023.0,7.0,12.0,Thursday,Afternoon,21,Standard,187,33,22,4,2,1,3,True,False,False,False,False,False,0.012537491883200544,0.0005029838900856516,0.04011618348221625,7.723688685954587,Low
3816,Bin Bulaye Mehman,Sundar tells Jethalal that he won a challenge because of him and Jethalal asks for his commission. Sundar tricks Jethalal into making tea for him and his friends.,21 mins,06-Jul-23,Jethalal,Sundar,Gokuldham Society,Sony SAB,2023-07-28 12:30:00+00:00,2738220,29176,502,2023-07-06,2023,7,Thursday,3,2023.0,7.0,12.0,Friday,Afternoon,21,Standard,162,28,17,3,1,1,2,True,False,False,False,False,False,0.010655093215631609,0.00018333070997556442,0.01720533296774857,6.466388213369191,Below_Avg
3817,Ghost Show,"Inspector Panday is furious with Jethalal for calling him to the police station in the middle of the night for no reason. Later, Sundar and his friends try to scare Inspector Panday by dressing up as ghosts.",21 mins,07-Jul-23,Jethalal,"Inspector, Sundar",Gokuldham Society,Sony SAB,2023-07-29 12:30:22+00:00,1248504,16233,261,2023-07-07,2023,7,Friday,3,2023.0,7.0,12.0,Saturday,Afternoon,21,Standard,207,37,10,2,1,2,3,True,False,False,False,False,False,0.013001950332597788,0.0002090500238284989,0.016077368485893802,7.884790209090072,Low
3818,Sundar's Friend's Loan,"Champaklal apologizes to Inspector Panday on behalf of Jethalal. Sundar tells Jethalal that he has a surprise for him. Later, Sundar wakes up Champaklal and Tapu in the middle of the night.",21 mins,08-Jul-23,Sundar,"Inspector, Sundar",Gokuldham Society,Sony SAB,2023-07-30 12:30:14+00:00,5463635,53469,462,2023-07-08,2023,7,Saturday,3,2023.0,7.0,12.0,Sunday,Afternoon,21,Standard,189,32,22,3,1,2,3,False,False,False,False,False,False,0.009786340085613316,8.455907384752571e-05,0.008640359079857864,5.905627680906999,Below_Avg
3819,Ek Bhayanak Sapna,"Sundar tells his problem to Champaklal and asks him to come to Ahmedabad with him. Later, Sundar plans a surprise for Jethalal. What is the surprise?",20 mins,10-Jul-23,"Jethalal, Bapuji",Sundar,Gokuldham Society,Sony SAB,2023-08-01 12:30:01+00:00,2751146,28882,419,2023-07-10,2023,7,Monday,3,2023.0,8.0,12.0,Tuesday,Afternoon,20,Standard,149,26,17,3,2,1,3,True,False,False,False,False,False,0.010498166764625809,0.00015230011337089586,0.01450680330990548,6.359820104123844,Below_Avg
3820,Surprise Ka Secret,"Anjali forces Taarak to drink healthy juice. Jethalal wants to know what surprise Sundar is planning for him. Later, everyone gathers at the clubhouse to find out about Sundar’s surprise.",21 mins,11-Jul-23,"Jethalal, Taarak, Anjali","Anjali, Sundar",Gokuldham Society,Sony SAB,2023-08-02 12:30:16+00:00,10375173,90157,1104,2023-07-11,2023,7,Tuesday,3,2023.0,8.0,12.0,Wednesday,Afternoon,21,Standard,187,30,18,3,3,2,5,True,False,False,True,False,False,0.008689685589851313,0.00010640785397912362,0.012245169591162182,5.256374495502437,Above_Avg
3821,Sundar Ka Start Up,"Sundar asks Jethalal to do the inauguration of his stall. Everyone enjoys food from Sundar’s stall. Later, Sunday tells everyone that he has one more surprise for Jethalal.",21 mins,12-Jul-23,Sundar,Sundar,Gokuldham Society,Sony SAB,2023-08-03 12:30:28+00:00,2867831,31613,567,2023-07-12,2023,7,Wednesday,3,2023.0,8.0,12.0,Thursday,Afternoon,21,Standard,172,28,18,4,1,1,2,False,False,False,False,False,False,0.01102330959414638,0.00019771032612789035,0.017935092047826912,6.693069886938983,Below_Avg
3822,Jethalal Tries To Run,"Bagha and Nattu Kaka try to convince Jethalal to take up Sundar’s offer to join his food business. Jethalal fears that he might have to pay for the lights and decorations. Later, Tapu tells Sundar about the games Tapu Sena has made.",21 mins,13-Jul-23,"Jethalal, Jetha","Abdul, Bagha, Gogi, Goli, Nattu, Pinku, Sonu, Sundar",Gokuldham Society,Sony SAB,2023-08-04 12:30:20+00:00,1210866,16935,333,2023-07-13,2023,7,Thursday,3,2023.0,8.0,12.0,Friday,Afternoon,21,Standard,232,42,21,4,2,8,10,True,False,False,False,False,False,0.013985846505024912,0.00027500955926621173,0.01966225791213982,8.50151172672143,Low
3823,Jethalal Ki Doosri Shaadi,"Sundar leaves for Ahmedabad but Jethalal tries to stop him. Taarak asks Jethalal to get re-married. Later, Taarak tricks Sundar and forces him to return to Gokuldham society.",21 mins,14-Jul-23,"Jethalal, Jetha","Anjali, Komal, Madhavi, Roshan, Sundar",Gokuldham Society,Sony SAB,2023-08-05 12:30:24+00:00,3746840,33832,678,2023-07-14,2023,7,Friday,3,2023.0,8.0,12.0,Saturday,Afternoon,21,Standard,174,28,25,4,2,5,7,True,False,False,False,False,False,0.009029473094801727,0.00018095243433068016,0.020039606301539916,5.490064830613308,Below_Avg
3824,Doosri Shaadi Ke Sapne,"Taarak tells Sundar that Jethalal is thinking about getting married again. Later, Champaklal finds out about Jethalal’s intentions and gets angry at him. What will happen now?",21 mins,15-Jul-23,"Jethalal, Taarak, Bapuji",Sundar,Gokuldham Society,Sony SAB,2023-08-07 12:30:22+00:00,2171902,27537,1679,2023-07-15,2023,7,Saturday,3,2023.0,8.0,12.0,Monday,Afternoon,21,Standard,175,27,22,4,3,1,4,True,False,False,True,False,False,0.01267874301937057,0.0007730547819124519,0.06097029559154623,7.9164677243873225,Low
3825,Daya Ke Wapas Aane Ki News,"Sundar says he knew that everyone was acting when they said Jethalal is getting married again. Later, Sundar decides to tell Jethalal when Daya is returning to Gokuldham society.",20 mins,17-Jul-23,Daya,"Anjali, Komal, Madhavi, Roshan, Sundar",Gokuldham Society,Sony SAB,2023-08-08 12:30:30+00:00,1659331,19404,478,2023-07-17,2023,7,Monday,3,2023.0,8.0,12.0,Tuesday,Afternoon,20,Standard,178,29,26,6,1,5,6,False,False,True,False,False,False,0.01169386234942736,0.00028806772845940416,0.02463282659108477,7.131544501040177,Low
3826,Iyer Ki Good News,"All the Gokuldham men are very happy to sit and have soda together. Iyer gets angry with Jethalal for pulling his leg. Later, Iyer says he has good news for everyone. What is it?",22 mins,18-Jul-23,Iyer,"Anjali, Komal, Madhavi, Roshan",Gokuldham Society,Sony SAB,2023-08-09 12:30:14+00:00,2806661,29061,398,2023-07-18,2023,7,Tuesday,3,2023.0,8.0,12.0,Wednesday,Afternoon,22,Standard,178,34,17,4,1,4,5,False,False,False,False,False,False,0.010354292750605523,0.00014180546143425891,0.013694859266395982,6.269297834937018,Below_Avg
3827,Jethalal Ka Worng Guess,"Bhide’s morning quote triggers Popatlal. Later, Jethalal gets worried when he finds out that Iyer's good news is not what he was thinking about. What will happen now?",21 mins,19-Jul-23,"Jethalal, Jetha",,Gokuldham Society,Sony SAB,2023-08-10 12:30:18+00:00,3383791,31963,416,2023-07-19,2023,7,Wednesday,3,2023.0,8.0,12.0,Thursday,Afternoon,21,Standard,166,28,23,4,2,0,2,True,False,False,False,False,False,0.009445911569032612,0.00012293899861457206,0.013014641471655613,5.716722540865397,Below_Avg
3828,Jethalal Bribes Goli,Taarak and Jethalal ask Goli to go to Iyer’s house and find out about his good news. Will Iyer tell the good news to Goli?,21 mins,20-Jul-23,"Jethalal, Jetha, Goli",Goli,Gokuldham Society,Sony SAB,2023-08-11 12:30:22+00:00,6466376,80561,1532,2023-07-20,2023,7,Thursday,3,2023.0,8.0,12.0,Friday,Afternoon,21,Standard,122,25,20,3,3,1,4,True,False,False,False,False,False,0.012458444659196332,0.00023691782894811112,0.019016409721705024,7.569833927097044,Average
3829,Bazigar Iyer,"Jethalal is afraid of losing while everyone waits for Iyer to come and give the good news. Later, Champaklal learns about Jethalal and Iyer’s bet. Who will win this bet?",22 mins,21-Jul-23,Iyer,,Gokuldham Society,Sony SAB,2023-08-12 12:30:17+00:00,1308385,17309,373,2023-07-21,2023,7,Friday,3,2023.0,8.0,12.0,Saturday,Afternoon,22,Standard,169,30,12,2,1,0,1,False,False,False,False,False,False,0.013229276375626153,0.0002850840654057748,0.021548238012709418,8.051599451538003,Low
3830,Car Ki Tamanna,"Jethalal congratulates Babita on her new car. Everyone in Gokuldham society wishes they also had a car. Later, Iyer and Babita meet Bagha, Nattu Kaka and Bawri to give them sweets.",21 mins,22-Jul-23,"Jethalal, Babita, Iyer, Bagha, Nattu","Anjali, Bagha, Komal, Madhavi, Nattu, Roshan",Gokuldham Society,Sony SAB,2023-08-14 12:30:27+00:00,2560320,27300,387,2023-07-22,2023,7,Saturday,3,2023.0,8.0,12.0,Monday,Afternoon,21,Standard,180,31,14,3,5,6,11,True,False,False,False,False,False,0.01066272549418608,0.00015115292184065982,0.014175304933885205,6.4580964652479125,Below_Avg
3831,Toofani Din,"A big storm hits Mumbai, and Anjali asks Taarak not to go to the office. Later, Bagha and Nattu Kaka reach the shop and wait for Jethalal to come.",21 mins,24-Jul-23,"Jethalal, Taarak, Anjali, Bagha, Nattu","Abdul, Anjali, Bagha, Nattu",Gokuldham Society,Sony SAB,2023-08-15 12:30:04+00:00,1718662,19395,287,2023-07-24,2023,7,Monday,3,2023.0,8.0,12.0,Tuesday,Afternoon,21,Standard,146,29,11,2,5,4,9,True,False,False,True,False,False,0.011284934859248148,0.00016699027092571377,0.014796865333058363,6.837757023919175,Low
